Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,PoolQC,SaleType,SaleCondition,SalePrice,month+year,totalbath,Totalsqft,Age,YearsSinceRemodel,IsNewHouse
695,50,RM,6120,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0,Unf,0,927,GasA,TA,Y,SBrkr,1539,TA,5,Typ,0,Detchd,1995.0,Unf,2,576,TA,TA,Y,112,0,,WD,Normal,141500,4.2009,1.5,2466.0,73,59,False
696,20,RL,13811,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,HdBoard,HdBoard,72.0,TA,TA,CBlock,Gd,Gd,No,GLQ,980,LwQ,40,92,GasA,Gd,Y,SBrkr,1137,Gd,5,Typ,1,Attchd,1987.0,Unf,2,551,TA,TA,Y,125,0,,WD,Normal,176000,7.2006,3.0,2249.0,19,19,False
697,30,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Shng,0.0,TA,TA,CBlock,TA,TA,No,LwQ,616,Unf,0,0,GasA,Gd,Y,SBrkr,616,TA,4,Typ,0,Detchd,1921.0,Unf,1,205,TA,TA,Y,0,0,,WD,Normal,89000,6.2006,1.0,1232.0,85,56,False
698,20,RL,6420,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,Ex,Gd,Mn,LwQ,210,ALQ,551,219,GasA,Fa,Y,FuseA,1148,TA,6,Typ,0,Detchd,1952.0,Unf,1,308,TA,TA,Y,0,0,,WD,Normal,123500,9.2006,1.6,2128.0,54,54,False
699,20,RL,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,553,BLQ,117,224,GasA,Ex,Y,SBrkr,894,TA,5,Typ,1,Detchd,1973.0,Unf,1,336,TA,TA,Y,416,144,,WD,Normal,138500,4.2010,2.0,1788.0,45,1,False
700,120,FV,4282,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,16,Unf,0,1375,GasA,Ex,Y,SBrkr,1391,Gd,5,Typ,0,Attchd,2004.0,RFn,2,530,TA,TA,Y,156,158,,WD,Normal,196000,7.2008,2.0,2782.0,4,4,True
701,20,RL,14331,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,630.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274,Unf,0,526,GasA,Ex,Y,SBrkr,1800,Gd,7,Typ,1,Attchd,2002.0,Fin,3,765,TA,TA,Y,270,78,,WD,Normal,312500,5.2006,3.0,3600.0,4,4,True
702,20,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,HdBoard,HdBoard,168.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1164,GasA,TA,Y,SBrkr,1164,TA,6,Typ,0,Attchd,1969.0,Unf,2,528,TA,TA,Y,0,0,,COD,Normal,140000,7.2006,1.5,2328.0,37,37,False
703,60,RL,12438,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,466.0,Ex,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,1234,GasA,Ex,Y,SBrkr,2576,Ex,10,Typ,1,BuiltIn,2006.0,Fin,3,666,TA,TA,Y,324,100,,New,Partial,361919,7.2006,2.5,3810.0,0,0,True
704,190,RM,7630,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2Story,5,9,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Gd,BrkTil,Gd,TA,No,Unf,0,Unf,0,360,GasA,Gd,Y,SBrkr,1812,Gd,8,Typ,1,Detchd,1999.0,Unf,2,672,TA,TA,N,344,0,,WD,Normal,140000,5.2010,2.0,2172.0,110,14,False
705,20,RL,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,109.0,Gd,TA,PConc,Gd,TA,Av,GLQ,712,Unf,0,761,GasA,Ex,Y,SBrkr,1484,Gd,7,Typ,0,Attchd,2004.0,RFn,2,606,TA,TA,Y,0,35,,WD,Normal,213000,5.2010,3.0,2957.0,6,5,False
706,190,RM,5600,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,Hip,CompShg,VinylSd,Wd Shng,0.0,Fa,Fa,Slab,,,,,0,,0,0,GasA,Fa,N,SBrkr,1092,Fa,7,Mod,0,,,,0,0,,,N,0,0,,WD,Normal,55000,7.2010,2.0,1092.0,80,60,False
707,20,RL,115149,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,351.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,1219,Unf,0,424,GasA,TA,Y,SBrkr,1824,Gd,5,Typ,2,Attchd,1971.0,Unf,2,739,TA,TA,Y,380,48,,WD,Normal,302000,6.2007,3.0,3467.0,36,5,False
708,120,RL,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,MetalSd,MetalSd,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,863,Unf,0,461,GasA,Ex,Y,SBrkr,1324,Gd,6,Typ,1,Attchd,2006.0,Fin,2,550,TA,TA,Y,192,38,,WD,Normal,254000,12.2009,3.0,2648.0,3,3,True
709,60,RL,9018,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,728,GasA,Ex,Y,SBrkr,1456,Gd,8,Typ,1,Attchd,2007.0,Fin,2,400,TA,TA,Y,100,24,,New,Partial,179540,7.2007,2.5,2184.0,0,0,True
710,20,RL,7162,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,41.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,876,GasA,TA,Y,SBrkr,904,TA,6,Typ,0,Attchd,1966.0,Unf,1,408,TA,TA,Y,0,0,,WD,Abnorml,109900,12.2008,1.0,1780.0,42,42,False
711,30,RL,4130,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,6,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0,Unf,0,270,GasA,Gd,Y,SBrkr,729,TA,5,Maj2,0,,,,0,0,,,N,0,0,,WD,Normal,52000,7.2008,1.0,999.0,73,5,False
712,50,C (all),8712,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,7,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,Stone,TA,TA,Mn,Unf,0,Unf,0,859,GasA,Gd,Y,SBrkr,1178,TA,7,Typ,0,Detchd,1964.0,RFn,1,384,TA,TA,N,68,0,,WD,Abnorml,102776,1.2010,1.0,2037.0,110,60,False
713,120,RL,4671,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,767,Unf,0,461,GasA,Gd,Y,SBrkr,1228,Gd,5,Typ,1,Attchd,1988.0,Fin,2,472,TA,TA,Y,168,120,,WD,Normal,189000,10.2008,3.0,2456.0,20,19,False
714,190,RL,9873,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,Gable,CompShg,HdBoard,HdBoard,160.0,TA,TA,CBlock,TA,TA,Av,ALQ,789,Unf,0,171,GasW,TA,N,SBrkr,960,TA,6,Typ,0,Detchd,1970.0,Unf,2,576,TA,TA,Y,0,288,,WD,Normal,129000,5.2006,2.0,1920.0,36,36,False
715,60,RL,13517,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,2Story,6,8,Gable,CompShg,HdBoard,Plywood,289.0,Gd,TA,CBlock,TA,TA,No,GLQ,533,Unf,0,192,GasA,Ex,Y,SBrkr,1479,Gd,6,Typ,0,Attchd,1976.0,RFn,2,475,TA,TA,Y,0,44,,WD,Normal,130500,3.2010,2.5,2204.0,34,5,False
716,20,RL,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,HdBoard,HdBoard,174.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1064,GasA,TA,Y,SBrkr,1350,TA,7,Typ,1,Attchd,1974.0,RFn,2,478,TA,TA,Y,0,0,,WD,Normal,165000,8.2009,2.0,2414.0,35,35,False
717,70,RM,10800,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,Gable,CompShg,Wd Sdng,VinylSd,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,718,GasA,Ex,Y,SBrkr,2554,TA,8,Typ,0,Detchd,1996.0,Unf,2,704,TA,TA,P,0,48,,WD,Normal,159500,7.2007,1.5,3272.0,117,9,False
718,20,RL,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,1084,Unf,0,92,GasA,Gd,Y,SBrkr,1178,Gd,5,Typ,1,Attchd,1973.0,Unf,2,439,TA,TA,Y,224,0,,WD,Normal,157000,11.2008,2.1,2354.0,35,8,False
719,60,RL,10542,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,Wd Sdng,ImStucc,651.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1173,Unf,0,138,GasA,Ex,Y,SBrkr,2418,Gd,9,Typ,1,Attchd,1993.0,RFn,3,983,TA,TA,Y,250,154,,WD,Normal,341000,8.2008,3.5,3729.0,15,14,False
720,20,RL,9920,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,Plywood,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,523,Unf,0,448,GasA,TA,Y,SBrkr,971,TA,5,Typ,1,Attchd,1969.0,Unf,1,300,TA,TA,Y,0,0,,WD,Normal,128500,5.2006,1.5,1942.0,37,37,False
721,120,RL,6563,Pave,IR1,Low,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1148,Unf,0,594,GasA,TA,Y,SBrkr,1742,Gd,5,Typ,1,Attchd,1985.0,RFn,2,564,TA,TA,Y,114,28,,WD,Normal,275000,12.2006,3.0,3484.0,21,21,False
722,120,RM,4426,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,169.0,Gd,TA,PConc,Gd,TA,Av,GLQ,662,Unf,0,186,GasA,Ex,Y,SBrkr,848,Gd,3,Typ,0,Attchd,2004.0,RFn,2,420,TA,TA,Y,160,0,,WD,Normal,143000,5.2010,2.0,1696.0,6,6,False
723,20,RL,8120,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,191,Unf,0,673,GasA,Ex,Y,SBrkr,864,TA,5,Typ,0,Detchd,1994.0,Unf,2,463,TA,TA,Y,0,0,,WD,Normal,124500,7.2009,1.0,1728.0,39,39,False
724,50,RL,8172,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,941,GasA,Ex,Y,SBrkr,1470,TA,7,Typ,0,Detchd,1958.0,Unf,1,548,TA,TA,Y,0,0,,WD,Normal,135000,5.2008,2.0,2411.0,54,36,False
725,20,RL,13286,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,CemntBd,CmentBd,340.0,Ex,TA,PConc,Ex,TA,No,GLQ,1234,Unf,0,464,GasA,Ex,Y,SBrkr,1698,Ex,8,Typ,1,Attchd,2007.0,Fin,3,768,TA,TA,Y,327,64,,WD,Normal,320000,2.2009,3.0,3396.0,2,1,True
726,20,RL,6960,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,375,BLQ,239,250,GasA,TA,Y,SBrkr,864,Gd,5,Typ,0,Detchd,1989.0,Unf,2,660,TA,TA,Y,96,0,,WD,Normal,120500,11.2009,1.0,1728.0,39,39,False
727,20,RL,21695,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,9,Hip,CompShg,Wd Sdng,Plywood,260.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,808,Unf,0,72,GasA,Ex,Y,SBrkr,1680,Gd,5,Typ,1,Attchd,1988.0,Fin,2,540,TA,TA,Y,292,44,,WD,Normal,222000,12.2009,3.0,2560.0,21,2,False
728,20,RL,7314,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,82.0,Gd,TA,PConc,Gd,TA,Av,GLQ,724,Unf,0,508,GasA,Ex,Y,SBrkr,1232,Gd,6,Typ,0,Attchd,2007.0,RFn,2,632,TA,TA,Y,132,0,,WD,Normal,194500,2.2009,3.0,2464.0,2,2,True
729,90,RL,11475,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,95.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1584,GasA,TA,Y,SBrkr,1776,TA,9,Typ,0,Detchd,1968.0,Unf,3,888,TA,TA,Y,0,25,,COD,Abnorml,110000,7.2009,3.0,3360.0,51,51,False
730,30,RM,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,BLQ,152,Unf,0,628,GasA,TA,Y,FuseA,1208,TA,5,Typ,0,Detchd,1962.0,Unf,2,539,TA,TA,Y,0,23,,WD,Normal,103000,1.2009,1.0,1628.0,84,59,False
731,120,RL,5389,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1180,Unf,0,415,GasA,Ex,Y,SBrkr,1616,Gd,5,Typ,1,Attchd,1995.0,RFn,2,608,TA,TA,Y,237,152,,WD,Normal,236500,3.2010,3.0,3211.0,15,14,False
732,80,RL,9590,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,442.0,Gd,TA,PConc,Ex,TA,Av,GLQ,786,Unf,0,82,GasA,Ex,Y,SBrkr,1146,Gd,6,Typ,1,Attchd,2003.0,Fin,2,438,TA,TA,Y,160,22,,WD,Normal,187500,5.2007,3.0,2014.0,4,4,True
733,60,RL,11404,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,202.0,Gd,TA,PConc,Gd,TA,Av,ALQ,252,Unf,0,901,GasA,Ex,Y,SBrkr,2031,Gd,8,Typ,1,Attchd,1998.0,Fin,2,541,TA,TA,Y,192,84,,WD,Normal,222500,7.2008,2.5,3184.0,10,9,False
734,20,RL,10000,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,Hip,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,BLQ,594,Unf,0,270,GasA,Ex,Y,SBrkr,1144,TA,6,Typ,1,Attchd,1961.0,RFn,1,264,TA,TA,Y,165,0,,WD,Normal,131400,3.2009,2.0,2008.0,48,26,False
735,20,RL,8978,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,948,GasA,TA,Y,SBrkr,948,TA,6,Typ,0,Attchd,1968.0,Unf,1,300,TA,TA,Y,147,0,,WD,Family,108000,5.2007,1.0,1896.0,39,39,False
736,75,RM,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,390,Unf,0,490,GasW,Fa,N,SBrkr,1768,TA,6,Typ,2,Detchd,1914.0,Unf,2,320,TA,TA,N,0,341,,WD,Normal,163000,10.2006,1.5,2648.0,92,36,False
737,90,RL,8544,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,Gable,CompShg,Stucco,Stone,0.0,TA,TA,CBlock,,,,,0,,0,0,GasA,Gd,N,FuseF,1040,TA,6,Typ,0,Detchd,1949.0,Unf,2,400,TA,TA,Y,0,0,,WD,Normal,93500,7.2006,2.0,1040.0,56,56,False
738,60,RL,10463,Pave,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,893,GasA,Ex,Y,SBrkr,1801,Gd,8,Typ,1,Attchd,2005.0,Fin,3,800,TA,TA,Y,0,116,,WD,Normal,239900,6.2006,2.5,2694.0,1,1,True
739,90,RL,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,1200,Unf,0,0,GasA,TA,Y,SBrkr,1200,TA,5,Typ,0,,,,0,0,,,Y,120,0,,WD,Alloca,179000,3.2009,6.0,2400.0,22,21,False
740,60,RL,9313,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,864,GasA,Ex,Y,SBrkr,1728,Gd,7,Typ,0,Attchd,2004.0,RFn,2,572,TA,TA,Y,187,56,,WD,Normal,190000,4.2009,2.5,2592.0,5,5,True
741,70,RM,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,Gable,CompShg,Wd Sdng,Wd Shng,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0,Unf,0,264,GasA,Ex,Y,SBrkr,1432,TA,7,Typ,0,Detchd,1910.0,Unf,2,360,TA,Gd,Y,270,0,,WD,Abnorml,132000,5.2007,2.0,1696.0,97,5,False
742,20,RL,6768,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,Hip,CompShg,HdBoard,HdBoard,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,832,Unf,0,80,GasA,Gd,Y,SBrkr,912,Gd,5,Typ,0,Detchd,1962.0,Unf,1,288,TA,TA,Y,168,0,,WD,Normal,142000,5.2008,2.6,1824.0,47,12,False
743,20,RL,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,108.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1349,GasA,Ex,Y,SBrkr,1349,TA,6,Typ,0,Attchd,2000.0,Unf,2,539,TA,TA,Y,120,55,,WD,Normal,179000,12.2007,2.0,2698.0,7,6,False
744,80,RL,12886,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,444,Unf,0,76,GasA,Ex,Y,SBrkr,1464,TA,6,Min2,1,Attchd,1997.0,RFn,2,480,TA,TA,Y,302,0,,WD,Normal,175000,10.2009,2.6,1984.0,46,10,False
745,120,RL,5395,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,733,Unf,0,604,GasA,Gd,Y,SBrkr,1337,Gd,5,Typ,1,Attchd,1993.0,RFn,2,462,TA,TA,Y,96,0,,WD,Normal,180000,10.2008,3.0,2674.0,15,15,False
746,60,RL,8963,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,Hip,CompShg,VinylSd,VinylSd,289.0,Ex,Gd,CBlock,TA,Gd,No,GLQ,575,ALQ,80,487,GasA,Ex,Y,SBrkr,2715,Gd,11,Typ,2,BuiltIn,1994.0,Fin,2,831,TA,TA,Y,0,204,,WD,Normal,299800,7.2008,4.1,3857.0,32,12,False
747,60,RL,8795,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300,Unf,0,652,GasA,Ex,Y,SBrkr,2256,Gd,8,Typ,1,BuiltIn,2000.0,Fin,2,554,TA,TA,Y,224,54,,WD,Normal,236000,4.2009,2.5,3208.0,9,9,False
748,70,RM,11700,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,Mansard,CompShg,Stucco,Stucco,0.0,Gd,TA,Stone,TA,Fa,No,Unf,0,Unf,0,1240,GasW,TA,N,SBrkr,2640,Gd,8,Typ,1,Detchd,1950.0,Unf,4,864,TA,TA,N,181,0,,WD,Normal,265979,5.2009,1.5,3880.0,129,6,False
749,20,RL,10593,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,919,Unf,0,801,GasA,Ex,Y,SBrkr,1720,Gd,7,Typ,1,Attchd,1996.0,Fin,2,527,TA,TA,Y,240,56,,WD,Normal,260400,3.2010,3.0,3440.0,14,14,False
750,50,RL,8405,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,Gable,CompShg,WdShing,Wd Shng,0.0,TA,TA,Slab,,,,,0,,0,0,Wall,TA,N,FuseF,1529,TA,9,Mod,0,Detchd,1945.0,Unf,1,240,TA,TA,N,92,0,,WD,Normal,98000,4.2009,2.0,1529.0,64,59,False
751,50,RM,8800,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,576,GasA,Gd,Y,SBrkr,1140,TA,7,Min2,0,,,,0,0,,,N,0,160,,WD,Normal,96500,6.2010,1.0,1716.0,100,6,False
752,60,RL,7750,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,660,GasA,Ex,Y,SBrkr,1320,Gd,6,Typ,0,Attchd,2003.0,Fin,2,400,TA,TA,Y,0,48,,WD,Normal,162000,8.2007,2.5,1980.0,4,4,True
753,20,RL,9236,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200,Unf,0,279,GasA,Ex,Y,SBrkr,1494,Gd,6,Typ,0,Attchd,1997.0,RFn,2,576,TA,TA,Y,168,27,,WD,Normal,217000,7.2006,3.0,2973.0,9,9,False
754,60,RL,10240,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1030,GasA,Gd,Y,SBrkr,2098,Ex,8,Typ,1,Attchd,2005.0,RFn,3,878,TA,TA,Y,192,52,,WD,Normal,275500,3.2006,2.5,3128.0,1,1,True
755,20,RL,7930,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,GLQ,439,LwQ,472,115,GasA,Gd,Y,SBrkr,1026,Gd,5,Typ,0,Detchd,1969.0,RFn,2,440,TA,TA,Y,171,48,,WD,Normal,156000,7.2009,2.0,2052.0,40,4,False
756,160,FV,3230,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,894.0,TA,TA,PConc,Gd,TA,No,GLQ,381,Unf,0,348,GasA,Gd,Y,SBrkr,1471,TA,6,Typ,0,Detchd,1999.0,Unf,2,440,TA,TA,Y,0,24,,WD,Normal,172500,3.2009,2.5,2200.0,10,10,False
